node,node,weight
理科大楼_6566,理科大楼_4987,4
理科大楼_6567,理科大楼_4697,5
理科大楼_6568,理科大楼_4821,10
理科大楼_6569,理科大楼_1398,2
理科大楼_6570,理科大楼_971,2
理科大楼_6571,理科大楼_2209,3
理科大楼_6572,理科大楼_4455,1
理科大楼_6573,理科大楼_6189,8
理科大楼_6574,理科大楼_75,10
理科大楼_6575,理科大楼_6212,4
理科大楼_6576,理科大楼_2310,8
理科大楼_6577,理科大楼_757,1
理科大楼_6578,理科大楼_5898,10
理科大楼_6579,理科大楼_726,1
理科大楼_6580,理科大楼_4704,2
理科大楼_6581,理科大楼_3159,5
理科大楼_6582,理科大楼_4170,4
理科大楼_6583,申云轩餐厅,9
理科大楼_6584,理科大楼_2370,6
理科大楼_6585,理科大楼_5472,5
理科大楼_6586,理科大楼_2447,8
理科大楼_6587,理科大楼_2827,8
理科大楼_6588,理科大楼_1386,9
理科大楼_6589,理科大楼_4836,4
理科大楼_6590,理科大楼_3026,8
理科大楼_6591,理科大楼_2297,1
理科大楼_6592,理科大楼_4489,5
理科大楼_6593,理科大楼_608,10
理科大楼_6594,理科大楼_1637,6
理科大楼_6595,理科大楼_1948,2
理科大楼_6596,理科大楼_2357,5
理科大楼_6597,理科大楼_6124,10
理科大楼_6598,理科大楼_5915,8
理科大楼_6599,理科大楼_3627,1
理科大楼_6600,理科大楼_2768,3
理科大楼_6601,理科大楼_3501,10
理科大楼_6602,理科大楼_3962,5
理科大楼_6603,理科大楼_1663,4
理科大楼_6604,理科大楼_6405,5
理科大楼_6605,理科大楼_755,9
理科大楼_6606,理科大楼_3808,6
理科大楼_6607,理科大楼_1875,10
理科大楼_6608,理科大楼_3092,8
理科大楼_6609,理科大楼_6363,3
理科大楼_6610,理科大楼_3529,9
理科大楼_6611,理科大楼_124,6
理科大楼_6612,理科大楼_1834,7
理科大楼_6613,理科大楼_5618,6
理科大楼_6614,理科大楼_2099,7
理科大楼_6615,理科大楼_4610,4
理科大楼_6616,理科大楼_1468,5
理科大楼_6617,理科大楼_460,2
理科大楼_6618,理科大楼_5135,1
理科大楼_6619,理科大楼_5923,3
理科大楼_6620,理科大楼_944,8
理科大楼_6621,理科大楼_6075,5
理科大楼_6622,理科大楼_1656,6
理科大楼_6623,理科大楼_435,1
理科大楼_6624,本科生公寓4号楼,9
理科大楼_6625,理科大楼_6025,8
理科大楼_6626,理科大楼_1853,9
理科大楼_6627,理科大楼_2134,6
理科大楼_6628,理科大楼_4254,7
理科大楼_6629,理科大楼_177,1
理科大楼_6630,理科大楼_3762,10
理科大楼_6631,理科大楼_3533,3
理科大楼_6632,第二教学楼,4
理科大楼_6633,理科大楼_1311,9
理科大楼_6634,理科大楼_5548,2
理科大楼_6635,理科大楼_1680,10
理科大楼_6636,本科生公寓3号楼,2
理科大楼_6637,理科大楼_3761,3
理科大楼_6638,理科大楼_1431,8
理科大楼_6639,理科大楼_4554,3
理科大楼_6640,理科大楼_1542,6
理科大楼_6641,理科大楼_6360,1
理科大楼_6642,理科大楼_4761,5
理科大楼_6643,理科大楼_1020,2
理科大楼_6644,理科大楼_1711,4
理科大楼_6645,理科大楼_5603,5
理科大楼_6646,理科大楼_1847,6
理科大楼_6647,理科大楼_4815,8
理科大楼_6648,理科大楼_2177,1
理科大楼_6649,理科大楼_4823,8
理科大楼_6650,理科大楼_4138,8
理科大楼_6651,理科大楼_6119,7
理科大楼_6652,理科大楼_5930,2
理科大楼_6653,理科大楼_2137,6
理科大楼_6654,理科大楼_523,7
理科大楼_6655,理科大楼_408,3
理科大楼_6656,华闵餐厅,1
理科大楼_6657,理科大楼_501,10
理科大楼_6658,理科大楼_6168,4
理科大楼_6659,理科大楼_5046,2
理科大楼_6660,理科大楼_2476,9
理科大楼_6661,理科大楼_5595,3
理科大楼_6662,理科大楼_1809,10
理科大楼_6663,理科大楼_2316,5
理科大楼_6664,理科大楼_1424,8
理科大楼_6665,理科大楼_4202,5
理科大楼_6666,理科大楼_3934,7
理科大楼_6667,理科大楼_3291,8
理科大楼_6668,理科大楼_2415,7
理科大楼_6669,理科大楼_4746,6
理科大楼_6670,理科大楼_6269,8
理科大楼_6671,理科大楼_6179,3
理科大楼_6672,理科大楼_4696,8
理科大楼_6673,理科大楼_369,8
理科大楼_6674,理科大楼_3596,2
理科大楼_6675,理科大楼_1662,9
理科大楼_6676,理科大楼_1264,10
理科大楼_6677,理科大楼_4216,3
理科大楼_6678,理科大楼_1333,2
理科大楼_6679,理科大楼_4709,5
理科大楼_6680,理科大楼_5864,5
理科大楼_6681,理科大楼_5995,2
理科大楼_6682,理科大楼_6303,8
理科大楼_6683,理科大楼_420,6
理科大楼_6684,理科大楼_2841,9
理科大楼_6685,理科大楼_3458,10
理科大楼_6686,理科大楼_3675,5
理科大楼_6687,理科大楼_4733,2
理科大楼_6688,理科大楼_2860,1
理科大楼_6689,理科大楼_2155,3
理科大楼_6690,理科大楼_1131,1
理科大楼_6691,理科大楼_4224,9
理科大楼_6692,理科大楼_5663,6
理科大楼_6693,理科大楼_158,5
理科大楼_6694,理科大楼_262,4
理科大楼_6695,理科大楼_4406,10
理科大楼_6696,理科大楼_3422,4
理科大楼_6697,理科大楼_342,1
理科大楼_6698,理科大楼_2518,10
理科大楼_6699,理科大楼_6326,10
理科大楼_6700,理科大楼_1079,9
理科大楼_6701,理科大楼_3207,4
理科大楼_6702,理科大楼_2747,5
理科大楼_6703,理科大楼_768,6
理科大楼_6704,理科大楼_1424,6
理科大楼_6705,理科大楼_4697,6
理科大楼_6706,理科大楼_3725,5
理科大楼_6707,理科大楼_1143,1
理科大楼_6708,理科大楼_3893,9
理科大楼_6709,理科大楼_2005,8
理科大楼_6710,理科大楼_2538,9
理科大楼_6711,理科大楼_6155,5
理科大楼_6712,理科大楼_2922,10
理科大楼_6713,理科大楼_2811,6
理科大楼_6714,理科大楼_5574,9
理科大楼_6715,理科大楼_662,8
理科大楼_6716,理科大楼_5667,2
理科大楼_6717,理科大楼_3655,2
理科大楼_6718,理科大楼_2180,6
理科大楼_6719,理科大楼_4725,4
理科大楼_6720,理科大楼_4882,9
理科大楼_6721,理科大楼_3528,8
理科大楼_6722,理科大楼_1348,10
理科大楼_6723,理科大楼_3925,6
理科大楼_6724,理科大楼_1347,2
理科大楼_6725,理科大楼_1314,3
理科大楼_6726,理科大楼_5404,3
理科大楼_6727,理科大楼_1353,1
理科大楼_6728,理科大楼_2446,7
理科大楼_6729,理科大楼_6196,8
理科大楼_6730,理科大楼_2222,4
理科大楼_6731,理科大楼_5610,9
理科大楼_6732,理科大楼_4614,5
理科大楼_6733,理科大楼_586,8
理科大楼_6734,理科大楼_1104,4
理科大楼_6735,理科大楼_6547,3
理科大楼_6736,理科大楼_6493,4
理科大楼_6737,理科大楼_1646,5
理科大楼_6738,理科大楼_1074,2
理科大楼_6739,理科大楼_2600,2
理科大楼_6740,理科大楼_4438,5
理科大楼_6741,理科大楼_1630,10
理科大楼_6742,理科大楼_3274,1
理科大楼_6743,理科大楼_150,7
理科大楼_6744,理科大楼_3660,8
理科大楼_6745,理科大楼_2712,9
理科大楼_6746,理科大楼_1450,10
理科大楼_6747,理科大楼_2178,9
理科大楼_6748,理科大楼_6512,6
理科大楼_6749,理科大楼_5617,3
理科大楼_6750,理科大楼_3350,1
理科大楼_6751,理科大楼_4441,1
理科大楼_6752,理科大楼_3546,3
理科大楼_6753,理科大楼_4714,1
理科大楼_6754,理科大楼_4571,4
理科大楼_6755,理科大楼_117,3
理科大楼_6756,理科大楼_3188,3
理科大楼_6757,理科大楼_4153,6
理科大楼_6758,理科大楼_6544,8
理科大楼_6759,理科大楼_533,5
理科大楼_6760,理科大楼_1351,7
理科大楼_6761,理科大楼_3792,4
理科大楼_6762,理科大楼_3032,4
理科大楼_6763,理科大楼_6170,2
理科大楼_6764,理科大楼_6710,7
理科大楼_6765,理科大楼_1536,7
理科大楼_6766,理科大楼_681,6
理科大楼_6767,学生资助管理中心,2
理科大楼_6768,理科大楼_4472,1
理科大楼_6769,理科大楼_6040,2
理科大楼_6770,理科大楼_4009,7
理科大楼_6771,理科大楼_2475,10
理科大楼_6772,理科大楼_4536,1
理科大楼_6773,理科大楼_4444,6
理科大楼_6774,理科大楼_1043,1
理科大楼_6775,理科大楼_2755,6
理科大楼_6776,理科大楼_2214,7
理科大楼_6777,理科大楼_6127,1
理科大楼_6778,理科大楼_1851,6
理科大楼_6779,理科大楼_2755,10
理科大楼_6780,SPF实验动物中心,2
理科大楼_6781,理科大楼_5252,5
理科大楼_6782,理科大楼_5530,5
理科大楼_6783,理科大楼_3505,2
理科大楼_6784,理科大楼_999,7
理科大楼_6785,理科大楼_5043,3
理科大楼_6786,理科大楼_6023,10
理科大楼_6787,理科大楼_2832,3
理科大楼_6788,理科大楼_2585,7
理科大楼_6789,理科大楼_2901,6
理科大楼_6790,理科大楼_4000,8
理科大楼_6791,理科大楼_1819,1
理科大楼_6792,理科大楼_2374,2
理科大楼_6793,理科大楼_1922,4
理科大楼_6794,理科大楼_2659,10
理科大楼_6795,理科大楼_1152,4
理科大楼_6796,理科大楼_2091,4
理科大楼_6797,理科大楼_4464,9
理科大楼_6798,理科大楼_6160,7
理科大楼_6799,理科大楼_4012,6
理科大楼_6800,理科大楼_1971,5
理科大楼_6801,理科大楼_5591,10
理科大楼_6802,理科大楼_4326,10
理科大楼_6803,理科大楼_5965,7
理科大楼_6804,理科大楼_4349,6
理科大楼_6805,理科大楼_3113,3
理科大楼_6806,理科大楼_3322,1
理科大楼_6807,理科大楼_5397,5
理科大楼_6808,理科大楼_1413,10
理科大楼_6809,理科大楼_5549,10
理科大楼_6810,理科大楼_233,5
理科大楼_6811,理科大楼_49,4
理科大楼_6812,理科大楼_5322,3
理科大楼_6813,理科大楼_352,5
理科大楼_6814,理科大楼_3504,6
理科大楼_6815,理科大楼_27,4
理科大楼_6816,理科大楼_5986,4
理科大楼_6817,理科大楼_1493,5
理科大楼_6818,理科大楼_3047,7
理科大楼_6819,理科大楼_3262,3
理科大楼_6820,理科大楼_4127,8
理科大楼_6821,理科大楼_4291,2
理科大楼_6822,理科大楼_1120,1
理科大楼_6823,理科大楼_5730,9
理科大楼_6824,理科大楼_6081,7
理科大楼_6825,理科大楼_5948,1
理科大楼_6826,理科大楼_3838,5
理科大楼_6827,理科大楼_6727,1
理科大楼_6828,理科大楼_1581,4
理科大楼_6829,理科大楼_5072,5
理科大楼_6830,理科大楼_587,10
理科大楼_6831,理科大楼_1256,1
理科大楼_6832,理科大楼_2740,5
理科大楼_6833,理科大楼_180,9
理科大楼_6834,理科大楼_3361,9
理科大楼_6835,理科大楼_484,8
理科大楼_6836,理科大楼_1640,3
理科大楼_6837,理科大楼_2845,9
理科大楼_6838,理科大楼_5893,10
理科大楼_6839,理科大楼_483,10
理科大楼_6840,河东浴室,6
理科大楼_6841,理科大楼_5096,2
理科大楼_6842,理科大楼_1813,5
理科大楼_6843,理科大楼_4080,2
理科大楼_6844,理科大楼_279,1
理科大楼_6845,理科大楼_3960,3
理科大楼_6846,理科大楼_1682,2
理科大楼_6847,理科大楼_6629,7
理科大楼_6848,理科大楼_2724,6
理科大楼_6849,理科大楼_2739,9
理科大楼_6850,理科大楼_346,7
理科大楼_6851,理科大楼_3482,9
理科大楼_6852,理科大楼_3095,4
理科大楼_6853,理科大楼_1737,5
理科大楼_6854,理科大楼_4071,9
理科大楼_6855,理科大楼_2339,6
理科大楼_6856,理科大楼_801,1
理科大楼_6857,理科大楼_4739,5
理科大楼_6858,理科大楼_1739,2
理科大楼_6859,理科大楼_4382,4
理科大楼_6860,理科大楼_2883,2
理科大楼_6861,理科大楼_6587,10
理科大楼_6862,理科大楼_311,3
理科大楼_6863,理科大楼_5890,3
理科大楼_6864,理科大楼_4125,8
理科大楼_6865,理科大楼_2939,2
理科大楼_6866,第一教学楼,9
理科大楼_6867,理科大楼_1600,2
理科大楼_6868,理科大楼_1736,10
理科大楼_6869,理科大楼_6247,9
理科大楼_6870,理科大楼_2551,7
理科大楼_6871,理科大楼_3110,7
理科大楼_6872,理科大楼_2057,5
理科大楼_6873,理科大楼_1551,8
理科大楼_6874,理科大楼_1402,4
理科大楼_6875,理科大楼_4151,6
理科大楼_6876,理科大楼_6539,9
理科大楼_6877,理科大楼_2519,4
理科大楼_6878,理科大楼_1522,5
理科大楼_6879,理科大楼_2067,6
理科大楼_6880,理科大楼_2886,10
理科大楼_6881,理科大楼_4109,5
理科大楼_6882,理科大楼_381,10
理科大楼_6883,理科大楼_3870,9
理科大楼_6884,理科大楼_2046,6
理科大楼_6885,理科大楼_5676,1
理科大楼_6886,理科大楼_2540,6
理科大楼_6887,理科大楼_5059,4
理科大楼_6888,理科大楼_5068,2
理科大楼_6889,理科大楼_2075,1
理科大楼_6890,理科大楼_3145,10
理科大楼_6891,理科大楼_4772,7
理科大楼_6892,理科大楼_2638,3
理科大楼_6893,理科大楼_1461,6
理科大楼_6894,理科大楼_1214,4
理科大楼_6895,理科大楼_5248,7
理科大楼_6896,理科大楼_1087,8
理科大楼_6897,理科大楼_6661,5
理科大楼_6898,理科大楼_6713,6
理科大楼_6899,理科大楼_2178,2
理科大楼_6900,理科大楼_3909,10
理科大楼_6901,理科大楼_5763,6
理科大楼_6902,理科大楼_6180,4
理科大楼_6903,理科大楼_1977,4
理科大楼_6904,理科大楼_1714,4
理科大楼_6905,理科大楼_233,10
理科大楼_6906,理科大楼_4670,6
理科大楼_6907,理科大楼_545,8
理科大楼_6908,理科大楼_472,2
理科大楼_6909,理科大楼_2132,3
理科大楼_6910,理科大楼_3518,2
理科大楼_6911,理科大楼_2687,4
理科大楼_6912,理科大楼_5830,4
理科大楼_6913,理科大楼_5892,7
理科大楼_6914,理科大楼_1800,9
理科大楼_6915,理科大楼_5047,6
理科大楼_6916,理科大楼_3566,8
理科大楼_6917,理科大楼_5668,9
理科大楼_6918,理科大楼_82,10
理科大楼_6919,理科大楼_2467,1
理科大楼_6920,理科大楼_134,3
理科大楼_6921,理科大楼_1153,2
理科大楼_6922,理科大楼_1874,10
理科大楼_6923,理科大楼_5548,3
理科大楼_6924,理科大楼_903,2
理科大楼_6925,理科大楼_6286,9
理科大楼_6926,理科大楼_3189,3
理科大楼_6927,理科大楼_2682,3
理科大楼_6928,理科大楼_2247,3
理科大楼_6929,理科大楼_1900,1
理科大楼_6930,理科大楼_5258,1
理科大楼_6931,理科大楼_6313,10
理科大楼_6932,理科大楼_4850,10
理科大楼_6933,理科大楼_713,3
理科大楼_6934,理科大楼_2914,1
理科大楼_6935,理科大楼_6564,4
理科大楼_6936,理科大楼_1313,9
理科大楼_6937,理科大楼_3031,5
理科大楼_6938,理科大楼_643,3
理科大楼_6939,理科大楼_4576,8
理科大楼_6940,理科大楼_3157,5
理科大楼_6941,理科大楼_2301,6
理科大楼_6942,理科大楼_6158,2
理科大楼_6943,理科大楼_3281,9
理科大楼_6944,理科大楼_3773,10
理科大楼_6945,理科大楼_6901,9
理科大楼_6946,理科大楼_2349,1
理科大楼_6947,理科大楼_805,7
理科大楼_6948,理科大楼_5187,4
理科大楼_6949,理科大楼_5850,2
理科大楼_6950,理科大楼_6349,1
理科大楼_6951,理科大楼_6868,6
理科大楼_6952,理科大楼_6444,2
理科大楼_6953,理科大楼_3528,1
理科大楼_6954,理科大楼_5594,5
理科大楼_6955,理科大楼_1597,3
理科大楼_6956,理科大楼_3370,3
理科大楼_6957,理科大楼_422,7
理科大楼_6958,理科大楼_1289,3
理科大楼_6959,理科大楼_6713,1
理科大楼_6960,理科大楼_4521,9
理科大楼_6961,理科大楼_2699,3
理科大楼_6962,理科大楼_6108,10
理科大楼_6963,理科大楼_2389,3
理科大楼_6964,紫竹广场,2
理科大楼_6965,理科大楼_5004,6
理科大楼_6966,理科大楼_1714,1
理科大楼_6967,理科大楼_4897,7
理科大楼_6968,理科大楼_6216,1
理科大楼_6969,理科大楼_3271,7
理科大楼_6970,理科大楼_980,9
理科大楼_6971,理科大楼_5484,7
理科大楼_6972,理科大楼_6836,3
理科大楼_6973,理科大楼_646,1
理科大楼_6974,理科大楼_6688,4
理科大楼_6975,理科大楼_516,2
理科大楼_6976,理科大楼_4457,5
理科大楼_6977,理科大楼_2700,8
理科大楼_6978,理科大楼_1965,9
理科大楼_6979,理科大楼_5536,3
理科大楼_6980,理科大楼_1840,8
理科大楼_6981,理科大楼_5887,9
理科大楼_6982,理科大楼_3925,5
理科大楼_6983,理科大楼_2237,1
理科大楼_6984,理科大楼_3988,6
理科大楼_6985,理科大楼_6126,8
理科大楼_6986,理科大楼_2885,3
理科大楼_6987,理科大楼_4631,4
理科大楼_6988,理科大楼_2274,8
理科大楼_6989,理科大楼_4995,8
理科大楼_6990,理科大楼_907,5
理科大楼_6991,理科大楼_963,2
理科大楼_6992,理科大楼_1471,2
理科大楼_6993,理科大楼_3777,8
理科大楼_6994,理科大楼_1841,8
理科大楼_6995,理科大楼_307,9
理科大楼_6996,理科大楼_3171,7
理科大楼_6997,理科大楼_4088,9
理科大楼_6998,理科大楼_698,2
理科大楼_6999,理科大楼_1758,9
理科大楼_7000,理科大楼_617,4
理科大楼_7001,理科大楼_5218,8
理科大楼_7002,理科大楼_784,7
理科大楼_7003,理科大楼_2216,6
理科大楼_7004,理科大楼_1921,4
理科大楼_7005,理科大楼_2089,2
理科大楼_7006,理科大楼_3541,8
理科大楼_7007,理科大楼_6809,4
理科大楼_7008,理科大楼_6894,8
理科大楼_7009,理科大楼_128,3
理科大楼_7010,理科大楼_2573,7
理科大楼_7011,理科大楼_1792,4
理科大楼_7012,理科大楼_1656,9
理科大楼_7013,理科大楼_2612,4
理科大楼_7014,理科大楼_6187,9
理科大楼_7015,理科大楼_6140,7
理科大楼_7016,理科大楼_4648,8
理科大楼_7017,理科大楼_2309,1
理科大楼_7018,理科大楼_5670,2
理科大楼_7019,理科大楼_6938,8
理科大楼_7020,理科大楼_3624,9
理科大楼_7021,理科大楼_68,4
理科大楼_7022,理科大楼_6398,10
理科大楼_7023,理科大楼_1603,2
理科大楼_7024,理科大楼_2450,5
理科大楼_7025,理科大楼_323,1
理科大楼_7026,理科大楼_6620,10
理科大楼_7027,理科大楼_3494,3
理科大楼_7028,理科大楼_3959,4
理科大楼_7029,理科大楼_1793,9
理科大楼_7030,理科大楼_2277,4
理科大楼_7031,理科大楼_63,9
理科大楼_7032,理科大楼_3755,6
理科大楼_7033,理科大楼_2999,2
理科大楼_7034,理科大楼_765,1
理科大楼_7035,理科大楼_234,3
理科大楼_7036,理科大楼_6470,8
理科大楼_7037,理科大楼_6828,6
理科大楼_7038,理科大楼_5262,7
理科大楼_7039,理科大楼_6801,5
理科大楼_7040,理科大楼_5343,3
理科大楼_7041,理科大楼_6126,9
理科大楼_7042,理科大楼_6831,8
理科大楼_7043,理科大楼_4204,4
理科大楼_7044,理科大楼_2638,3
理科大楼_7045,理科大楼_2988,5
理科大楼_7046,理科大楼_1946,9
理科大楼_7047,理科大楼_4322,2
理科大楼_7048,理科大楼_28,5
理科大楼_7049,理科大楼_1893,8
理科大楼_7050,理科大楼_1852,1
理科大楼_7051,理科大楼_2483,4
理科大楼_7052,理科大楼_1908,6
理科大楼_7053,理科大楼_7004,9
理科大楼_7054,理科大楼_2406,5
理科大楼_7055,理科大楼_2558,6
理科大楼_7056,理科大楼_1828,10
理科大楼_7057,理科大楼_3624,1
理科大楼_7058,理科大楼_1238,2
理科大楼_7059,理科大楼_3803,10
理科大楼_7060,理科大楼_922,1
理科大楼_7061,理科大楼_5157,3
理科大楼_7062,理科大楼_6128,8
理科大楼_7063,理科大楼_2610,8
理科大楼_7064,理科大楼_2191,4
理科大楼_7065,理科大楼_3143,4
理科大楼_7066,理科大楼_4360,9
理科大楼_7067,理科大楼_1333,7
理科大楼_7068,理科大楼_3956,7
理科大楼_7069,理科大楼_3714,3
理科大楼_7070,理科大楼_3482,1
理科大楼_7071,理科大楼_4357,5
理科大楼_7072,理科大楼_4944,10
理科大楼_7073,理科大楼_2529,6
理科大楼_7074,理科大楼_830,2
理科大楼_7075,理科大楼_3769,5
理科大楼_7076,理科大楼_1402,10
理科大楼_7077,理科大楼_441,4
理科大楼_7078,理科大楼_3058,8
理科大楼_7079,化学实验楼,7
理科大楼_7080,理科大楼_858,7
理科大楼_7081,理科大楼_2956,6
理科大楼_7082,理科大楼_309,2
理科大楼_7083,理科大楼_2117,6
理科大楼_7084,理科大楼_5742,6
理科大楼_7085,理科大楼_535,6
理科大楼_7086,理科大楼_1924,9
理科大楼_7087,理科大楼_1401,3
理科大楼_7088,理科大楼_186,9
理科大楼_7089,理科大楼_160,3
理科大楼_7090,理科大楼_687,10
理科大楼_7091,理科大楼_7067,10
理科大楼_7092,理科大楼_4424,4
理科大楼_7093,理科大楼_4493,9
理科大楼_7094,理科大楼_5070,5
理科大楼_7095,理科大楼_6023,5
理科大楼_7096,理科大楼_2512,6
理科大楼_7097,理科大楼_1485,3
理科大楼_7098,理科大楼_2600,3
理科大楼_7099,理科大楼_2935,4
理科大楼_7100,理科大楼_1496,2
理科大楼_7101,理科大楼_6093,1
理科大楼_7102,理科大楼_990,3
理科大楼_7103,理科大楼_1834,3
理科大楼_7104,理科大楼_547,3
理科大楼_7105,理科大楼_5723,3
理科大楼_7106,理科大楼_5157,7
理科大楼_7107,理科大楼_2599,3
理科大楼_7108,理科大楼_4678,1
理科大楼_7109,理科大楼_3541,1
理科大楼_7110,理科大楼_3423,7
理科大楼_7111,理科大楼_432,10
理科大楼_7112,理科大楼_4825,2
理科大楼_7113,理科大楼_5138,8
理科大楼_7114,理科大楼_1218,6
理科大楼_7115,理科大楼_4606,10
理科大楼_7116,理科大楼_4201,3
理科大楼_7117,理科大楼_6776,2
理科大楼_7118,理科大楼_149,5
理科大楼_7119,理科大楼_2339,8
理科大楼_7120,理科大楼_4262,2
理科大楼_7121,理科大楼_2256,1
理科大楼_7122,理科大楼_3597,6
理科大楼_7123,理科大楼_3342,3
理科大楼_7124,理科大楼_3361,7
理科大楼_7125,理科大楼_5809,8
理科大楼_7126,理科大楼_90,9
理科大楼_7127,理科大楼_3287,1
理科大楼_7128,理科大楼_1555,3
理科大楼_7129,理科大楼_1933,1
理科大楼_7130,理科大楼_1054,4
理科大楼_7131,理科大楼_1334,1
理科大楼_7132,理科大楼_1891,6
理科大楼_7133,理科大楼_4905,1
理科大楼_7134,理科大楼_6400,8
理科大楼_7135,本科生公寓6号楼,6
理科大楼_7136,理科大楼_2442,3
理科大楼_7137,理科大楼_12,10
理科大楼_7138,理科大楼_5693,8
理科大楼_7139,崇真书院,8
理科大楼_7140,资产管理处,5
理科大楼_7141,理科大楼_6308,9
理科大楼_7142,理科大楼_3961,1
理科大楼_7143,理科大楼_1490,6
理科大楼_7144,理科大楼_2866,8
理科大楼_7145,理科大楼_2511,1
理科大楼_7146,理科大楼_1846,1
理科大楼_7147,理科大楼_3449,6
理科大楼_7148,理科大楼_198,1
理科大楼_7149,理科大楼_3740,1
理科大楼_7150,理科大楼_4882,2
理科大楼_7151,理科大楼_6640,6
理科大楼_7152,理科大楼_905,1
理科大楼_7153,理科大楼_2096,10
理科大楼_7154,理科大楼_6679,3
理科大楼_7155,理科大楼_5753,3
理科大楼_7156,理科大楼_4474,5
理科大楼_7157,理科大楼_2562,2
理科大楼_7158,理科大楼_4079,9
理科大楼_7159,理科大楼_4890,1
理科大楼_7160,理科大楼_2948,3
理科大楼_7161,理科大楼_5062,1
理科大楼_7162,理科大楼_1469,10
理科大楼_7163,理科大楼_2120,8
理科大楼_7164,理科大楼_3534,7
理科大楼_7165,理科大楼_4766,6
理科大楼_7166,理科大楼_2918,5
理科大楼_7167,理科大楼_3667,3
理科大楼_7168,理科大楼_3818,9
理科大楼_7169,理科大楼_3949,10
理科大楼_7170,理科大楼_392,3
理科大楼_7171,理科大楼_4220,1
理科大楼_7172,理科大楼_3751,6
理科大楼_7173,理科大楼_1814,6
理科大楼_7174,理科大楼_141,9
理科大楼_7175,理科大楼_3326,4
理科大楼_7176,理科大楼_2447,5
理科大楼_7177,理科大楼_2379,10
理科大楼_7178,理科大楼_2189,7
理科大楼_7179,实验B楼,10
理科大楼_7180,理科大楼_5175,9
理科大楼_7181,理科大楼_4016,5
理科大楼_7182,理科大楼_392,3
理科大楼_7183,理科大楼_2130,3
理科大楼_7184,理科大楼_2989,10
理科大楼_7185,理科大楼_5884,6
理科大楼_7186,理科大楼_3022,6
理科大楼_7187,理科大楼_4524,3
理科大楼_7188,理科大楼_6379,5
理科大楼_7189,理科大楼_2484,9
理科大楼_7190,理科大楼_7004,3
理科大楼_7191,理科大楼_7080,1
理科大楼_7192,理科大楼_6526,2
理科大楼_7193,理科大楼_6296,7
理科大楼_7194,理科大楼_481,1
理科大楼_7195,理科大楼_4893,5
理科大楼_7196,理科大楼_2165,4
理科大楼_7197,理科大楼_3235,8
理科大楼_7198,理科大楼_4534,8
理科大楼_7199,理科大楼_6515,9
理科大楼_7200,理科大楼_5639,9
理科大楼_7201,理科大楼_6746,9
理科大楼_7202,理科大楼_785,4
理科大楼_7203,理科大楼_5528,9
理科大楼_7204,理科大楼_4490,8
理科大楼_7205,理科大楼_2628,3
理科大楼_7206,理科大楼_5019,3
理科大楼_7207,理科大楼_1225,3
理科大楼_7208,理科大楼_4531,7
理科大楼_7209,理科大楼_3640,3
理科大楼_7210,理科大楼_2355,8
理科大楼_7211,理科大楼_7018,10
理科大楼_7212,理科大楼_5056,4
理科大楼_7213,理科大楼_646,2
理科大楼_7214,理科大楼_793,7
理科大楼_7215,理科大楼_7074,4
理科大楼_7216,理科大楼_4539,4
理科大楼_7217,理科大楼_3306,4
理科大楼_7218,理科大楼_1982,7
理科大楼_7219,理科大楼_4102,2
理科大楼_7220,理科大楼_1660,10
理科大楼_7221,理科大楼_407,10
理科大楼_7222,理科大楼_2683,1
理科大楼_7223,理科大楼_5329,2
理科大楼_7224,理科大楼_604,4
理科大楼_7225,理科大楼_4670,9
理科大楼_7226,理科大楼_6301,9
理科大楼_7227,理科大楼_6539,6
理科大楼_7228,理科大楼_2199,5
理科大楼_7229,理科大楼_3832,7
理科大楼_7230,理科大楼_6283,10
理科大楼_7231,理科大楼_944,8
理科大楼_7232,理科大楼_7020,10
理科大楼_7233,理科大楼_6946,2
理科大楼_7234,理科大楼_1721,6
理科大楼_7235,理科大楼_6361,9
理科大楼_7236,校园警卫室,7
理科大楼_7237,理科大楼_3979,2
理科大楼_7238,理科大楼_478,5
理科大楼_7239,理科大楼_4867,3
理科大楼_7240,理科大楼_4415,7
理科大楼_7241,理科大楼_1611,5
理科大楼_7242,理科大楼_4854,9
理科大楼_7243,理科大楼_4381,8
理科大楼_7244,理科大楼_461,6
理科大楼_7245,理科大楼_17,7
理科大楼_7246,理科大楼_4947,5
理科大楼_7247,理科大楼_3763,8
理科大楼_7248,理科大楼_1974,2
理科大楼_7249,理科大楼_1492,9
理科大楼_7250,理科大楼_4534,2
理科大楼_7251,理科大楼_2221,4
理科大楼_7252,理科大楼_6284,3
理科大楼_7253,理科大楼_5659,1
理科大楼_7254,理科大楼_376,1
理科大楼_7255,百花园餐厅,6
理科大楼_7256,理科大楼_2278,3
理科大楼_7257,理科大楼_7253,1
理科大楼_7258,理科大楼_3045,9
理科大楼_7259,理科大楼_3417,3
理科大楼_7260,理科大楼_1486,1
理科大楼_7261,理科大楼_898,10
理科大楼_7262,理科大楼_663,2
理科大楼_7263,理科大楼_2727,6
理科大楼_7264,理科大楼_5848,8
理科大楼_7265,理科大楼_1951,3
理科大楼_7266,理科大楼_1402,1
理科大楼_7267,理科大楼_221,2
理科大楼_7268,理科大楼_6789,6
理科大楼_7269,理科大楼_1242,3
理科大楼_7270,理科大楼_6113,6
